agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23375,2023,10000000,8085000,"29 For continuation in the 2023-24 school year of universal prekindergar-
30 ten expansion grants awarded based on responses to the 2021-22
31 universal prekindergarten expansion grant for new full-day place-
32 ments for four-year-old students request for proposals pursuant to
33 chapter 53 of the laws of 2021, subject to the approval of the
34 director of the budget, to the extent that the commissioner of
35 education determines that the amount of federal elementary and
36 secondary school emergency relief funds made available for such
37 grants is insufficient to continue the awards through the 2023-24
38 school year (23375) ... 10,000,000 ................ (re. $8,085,000)",346,29.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23375|2023|10000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,55907,2023,185000000,13871000,"39 For reimbursement of supplemental basic tuition payments to charter
40 schools made by school districts in the 2022-23 school year, as
41 defined by paragraph (a) of subdivision 1 of section 2856 of the
42 education law (55907) ... 185,000,000 ............ (re. $13,871,000)",346,39.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|55907|2023|185000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,55971,2023,100000000,3529000,"43 For charter schools facilities aid for the 2022-23 school year and
44 prior school years pursuant to subdivision 6-g of section 3602 of
45 the education law (55971) ... 100,000,000 ......... (re. $3,529,000)",346,43.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|55971|2023|100000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21707,2023,367500000,11500000,"45 For July and August programs for school-aged children with handicap-
46 ping conditions pursuant to section 4408 of the education law.
47 Moneys appropriated herein shall be used as follows: (i) for remain-
48 ing base year and prior school years obligations, (ii) for the
49 purposes of subdivision 4 of section 3602 of the education law for
50 schools operated under articles 87 and 88 of the education law, and
51 (iii) notwithstanding any inconsistent provision of law, for
52 payments made pursuant to this appropriation for current school year
AB
354 12553-09-5
EDUCATION DEPARTMENT
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 obligations, provided, however, that such payments shall not exceed
2 70 percent of the state aid due for the sum of the approved tuition
3 and maintenance rates and transportation expense provided for here-
4 in; provided, however, that eligible claims shall be payable in the
5 order that such claims have been approved for payment by the commis-
6 sioner of education, but in no case shall a single payee draw down
7 more than 45 percent of this appropriation, and provided further
8 that no claim shall be set aside for insufficiency of funds to make
9 a complete payment, but shall be eligible for a partial payment in
10 one year and shall retain its priority date status for subsequent
11 appropriations designated for such purposes. Notwithstanding any
12 inconsistent provision of law, funds appropriated herein shall only
13 be available for liabilities incurred prior to July 1, 2024, shall
14 be used to pay 2022-23 school year claims in the first instance, and
15 represent the maximum amount payable during the 2023-24 state fiscal
16 year.
17 Notwithstanding any provision of law to the contrary, funds appropri-
18 ated herein shall be available for payment of liabilities heretofore
19 accrued or hereafter to accrue and, subject to the approval of the
20 director of the budget, such funds shall be available to the depart-
21 ment net of disallowances, refunds, reimbursements and credits
22 (21707) ... 367,500,000 .......................... (re. $11,500,000)",354,45.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21707|2023|367500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21706,2023,1035000000,86577000,"23 For the state's share of the costs of the education of preschool chil-
24 dren with disabilities pursuant to section 4410 of the education
25 law. Notwithstanding any inconsistent provision of law to the
26 contrary, the amount appropriated herein shall support a state share
27 of preschool handicapped education costs for the 2022-23 school year
28 limited to 59.5 percent of such total approved expenditures, and
29 furthermore, notwithstanding any other provision of law, local
30 claims for reimbursement of costs incurred prior to the 2021-22
31 school year and during the 2021-22 school year that have been
32 approved for payment by the education department as of March 31,
33 2023 shall be the first claims paid from this appropriation.
34 Notwithstanding any provision of law to the contrary, funds appropri-
35 ated herein shall be available for payment of liabilities heretofore
36 accrued or hereafter to accrue and, subject to the approval of the
37 director of the budget, such funds shall be available to the depart-
38 ment net of disallowances, refunds, reimbursements and credits
39 (21706) ... 1,035,000,000 ........................ (re. $86,577,000)",354,23.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21706|2023|1035000000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21792,2023,500000,500000,"9 For additional services and expenses of the center for autism and
10 related disabilities at the state university of New York at Albany
11 (21792) ... 500,000 ................................. (re. $500,000)",356,9.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21792|2023|500000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,21733,2023,974500,974000,"20 For services and expenses of the Executive Leadership Institute
21 (21733) ... 974,500 ................................. (re. $974,000)",356,20.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|21733|2023|974500
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23319,2023,475000,475000,"22 For services and expenses of the Magellan Foundation, Inc. (23319)
23 ... 475,000 ......................................... (re. $475,000)",356,22.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23319|2023|475000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23348,2023,250000,250000,"16 For services and expenses of the Fund for the City of New York - Prom-
17 ise Project (23348) ... 250,000 ..................... (re. $250,000)",357,16.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23348|2023|250000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,56150,2023,450000,450000,"18 For services and expenses of United Community Schools, Incorporated
19 (56150) ... 450,000 ................................. (re. $450,000)",357,18.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|56150|2023|450000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23349,2023,365000,365000,"20 For services and expenses of the Mind Builders Creative Arts Center
21 (23349) ... 365,000 ................................. (re. $365,000)",357,20.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23349|2023|365000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23320,2023,40000,40000,"22 For services and expenses of the Long Island Latino Teachers Associ-
23 ation (23320) ... 40,000 ............................. (re. $40,000)",357,22.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23320|2023|40000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23356,2023,650000,650000,"24 For services and expenses of NYC Kids RISE, Inc (23356) ..............
25 650,000 ............................................. (re. $650,000)",357,24.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23356|2023|650000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23386,2023,250000,250000,"26 For services and expenses of the Universal Hip Hop Museum (23386) ...
27 250,000 ............................................. (re. $250,000)",357,26.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23386|2023|250000
EDUCATION DEPARTMENT,AID TO LOCALITIES,special revenue funds-federal,Local Assistance Account - 10000,23396,2023,100000,100000,"28 For services and expenses of the Cultural Museum of African Art, Inc
29 _(_2_3_3_9_6_) ... 100,000 ................................. (re. $100,000)",357,28.0,2025-26,ATL 25-26.pdf,EDUCATION DEPARTMENT|23396|2023|100000
